%==============================================================================
% Europa Mission Encounter File 
% Based on Original File: 21F31_MEGA_L241010_A300411_LP01_V7_ENCOUNTERS.csv 
%
% Author: Ben K. Bradley, bbradley@jpl.nasa.gov 
% Date: 23-May-2024
%
% SPK Trajectory File  : 21F31_MEGA_L241010_A300411_LP01_V7_scpse_MP.bsp 
% Body Orientation File: pck00010.tpc 
% Orbit Number File    : data_Europa_21F31_V7_LP01_orbitnumber_verA_nostr.txt 
%
%
% Note: Original C/A times and altitude have been recomputed here using
%       an ellipsoidal (2-axis) shape of each body from the PCK and recgeo.
%
%
% col 01: Encounter Body (SPICE ID) (Io=501, Europa=502, Ganymede=503, Callisto=504) 
% col 02: Encounter Number 
% col 03: Jupiter Orbit Number Encounter Falls On 
% col 04: Time of Closest Approach (TCA) (min range to body center), ET sec 
% col 05: Altitude at C/A wrt Encounter Body (km) (ellipsoidal alt) 
%
% col 06: TCA - 2days (Encounter Start), ET sec 
% col 07: Time Between Previous Apojove and TCA, days  
% col 08: Time Between TCA and Next Apojove, days  
% col 09: Encounter Duration: C/A-2d to C/A(+1)-2d, days 
%
% col 10: Local Solar Time at C/A (24h clock), hours (eg, 16.5 instead of 16:30) 
% col 11: Planetodetic Latitude of C/A, deg 
% col 12: East Longitude of C/A, deg [0,360] 
% col 13: Planetocentric Latitude of C/A, deg 
% col 14: Side of C/A Passage: 1=Jovian, 2=Anti-Jovian 
% col 15: True anomaly of encounter body's orbit around Jupiter at TCA, deg [0,360] 
% col 16: Jupiter Magnetic System III latitude of S/C at TCA, deg 
% col 17: Jupiter Magnetic System III longitude of S/C at TCA, deg [0,360] 
% col 18: Jupiter System III longitude of S/C at TCA, deg [0,360] 
%
% col 19: Time of Perijove wrt Encounter C/A, seconds (NaN if no PJ within 30 hrs of TCA)
% col 20: Perijove Distance from Jupiter, Rj 
% col 21: SEP Angle at TCA (Sun-Earth-Probe), deg 
% col 22: Sub-S/C Ground Speed at C/A, km/s 
% col 23: Jupiter Local Solar Time at C/A (24h clock), hours (eg, 16.5 instead of 16:30) 
%
% col 24: Jupiter Range at Encounter C/A, RJ 
% col 25: Solar Phase Angle at C/A with Encounter Body, degrees
% col 26: Inbound Solar Phase Angle at 40k km Altitude, degrees
% col 27: Outbound Solar Phase Angle at 40k km Altitude, degrees
%
% col 28: Earth Range, au 
% col 29: Sun Range, au 
%
% col 30: S/C Orbit Inclination wrt Jupiter Equator after C/A, deg 
% col 31: Encounter Body Revolutions, # revs 
% col 32: Spacecraft Revolutions, # revs 
% col 33: Inbound vs. Outbound Flyby (0 = outbound, 1 = inbound) (wrt Perijove)
%
%
% col 34: Source of Predicted C/A OD Uncertainty Values (1 = Nav generated file, 0 = made up by MP) 
% col 35: Predicted RADIAL Position C/A OD Uncertainty (3-sigma), km 
% col 36: Predicted ALONG-TRACK Position C/A OD Uncertainty (3-sigma), km 
% col 37: Predicted CROSS-TRACK Position C/A OD Uncertainty (3-sigma), km 
%
% col 38: Source of Reconstructed C/A OD Uncertainty Values (1 = Nav generated file, 0 = made up by MP) 
% col 39: Reconstructed RADIAL Position C/A OD Uncertainty (3-sigma), km 
% col 40: Reconstructed ALONG-TRACK Position C/A OD Uncertainty (3-sigma), km 
% col 41: Reconstructed CROSS-TRACK Position C/A OD Uncertainty (3-sigma), km 
%
% col 42: Reconstructed RADIAL Velocity C/A OD Uncertainty (3-sigma), km/s 
% col 43: Reconstructed ALONG-TRACK Velocity C/A OD Uncertainty (3-sigma), km/s 
% col 44: Reconstructed Cross-TRACK Velocity C/A OD Uncertainty (3-sigma), km/s 
%
% col 45: Angle Between the Sun and S/C+X Axis at C/A Assuming Nadir-Ram Attitude (deg) 
% col 46: Encounter Body Right Ascension (wrt Jupiter) relative to ECLIPJ2000 Frame (deg) [0,360) 
%
%
% Encounter Body ID, Encounter Number, Jupiter Orbit Number, TCA (ET sec), C/A Altitude (km), Encounter Start (TCA-2days) (ET sec), Prev Apo to CA (days), CA to Next Apo (days), Encounter Duration (days) , LST (hrs), C/A Planetodetic Latitude (deg), C/A East Longitude (deg), C/A Planetocentric Latitude (deg), C/A Side of Encounter Body, True Anomaly of Body at TCA (deg), Jupiter Magnetic Latitude at TCA (deg), Jupiter Magnetic Longitude at TCA (deg), Jupiter System III Longitude at TCA (deg), Perijove Time wrt TCA (sec), Perijove Distance (Rj), SEP Angle (deg), Sub-S/C Ground Speed (km/s), Jupiter Local Solar Time at C/A, Jupiter Range at TCA (RJ), Solar Phase Angle at TCA wrt Enc Body (deg), Inbound Solar Phase Angle at 40k km Alt (deg), Outbound Solar Phase Angle at 40k km Alt (deg), Earth Range (au), Sun Range (au), S/C Orbit Inclincation (deg), Enc Body Revolutions, S/C Revolutions, Inbound vs. Outbound Flyby (0=outbound / 1=inbound), Source of Pred OD Values (1=Nav / 0 = madeup), Pred Radial OD (1-sig) (km), Pred Along-Track OD (1-sig) (km), Pred Cross-Track OD (1-sig) (km), Source of Recon OD Values (1=Nav / 0 = madeup), Recon Radial OD (1-sig) (km), Recon Along-Track OD (1-sig) (km), Recon Cross-Track OD (1-sig) (km), Recon Radial Vel OD (1-sig) (km), Recon Along-Track Vel OD (1-sig) (km), Recon Cross-Track Vel OD (1-sig) (km), Angle Between Sun and S/C+X at C/A (deg), Enc Body Right Ascension (ECLIPJ2000 wrt Jup) (deg)
% END_OF_HEADER ===============================================================
503, 06, 36,   1035846806.386, 1653.902,   1035674006.386, 7.1855758, 6.8149564, 9.3698335, 16.982778, -13.302139, 261.602933, -13.302139, 2, 130.061439, 8.076005, 125.332938, 125.428422, 91136.25, 10.37469, 79.27986, 3.51265, 11.4083, 14.995, 74.9988, 13.3795, 162.8845, 5.185693, 5.095271, 0.320, 1.31, 0.83, 1, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 92.75388, 116.367787 
504, 02, 37,   1036656360.423, 203.197,   1036483560.423, 2.5548820, 11.3602514, 16.6819858, 2.848611, 1.167222, 113.777211, 1.167222, 2, 41.288447, 8.001044, 189.412419, 188.804208, NaN, NaN, 71.25721, 3.96721,  7.3647, 26.208, 137.2658, 41.3854, 126.7907, 5.326084, 5.094817, 0.270, 1.00, 1.00, 1, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 89.37327, 56.791026 
504, 03, 38,   1038097684.238, 4641.320,   1037924884.238, 5.3217372, 12.9108403, 25.8722310, 1.804167, 0.494344, 99.705713, 0.494344, 2, 41.567274, -0.599939, 66.589840, 66.241467, NaN, NaN, 57.14016, 1.32699,  7.2494, 26.210, 152.9340, 68.9486, 123.0582, 5.557290, 5.089581, 0.280, 1.55, 1.55, 1, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 89.88916, 56.639290 
504, 04, 39,   1040333045.857, 603.792,   1040160245.857, 12.9614006, 3.6638372, 21.1497355, 1.370833, 0.038899, 257.101763, 0.038899, 2, 239.871257, -0.997809, 60.988845, 60.652730, NaN, NaN, 35.76978, 3.36748, 20.2419, 26.442, 159.4332, 65.1606, 106.3227, 5.857727, 5.092048, 0.280, 1.27, 1.27, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 90.18630, 253.474654 
504, 05, 41,   1042160383.715, 1460.547,   1041987583.715, 3.7369356, 12.2073908, 43.1704084, 21.553333, 0.135822, 105.660348, 0.135822, 2, 336.385830, 5.757673, 105.324987, 105.434179, NaN, NaN, 19.12159, 2.54032,  2.5456, 26.174, 143.3042, 125.3394, 51.9108, 6.006897, 5.088004, 0.290, 2.59, 2.59, 1, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 90.01725, 350.061585 
504, 06, 43,   1045890307.940, 10055.638,   1045717507.940, 12.2977281, 5.2583169, 16.6843525, 21.727222, 0.848397, 260.582807, 0.848397, 2, 187.310331, 9.312886, 176.492746, 175.972656, NaN, NaN, 14.68122, 0.72412, 16.4242, 26.558, 145.8981, 139.2865, 71.1309, 6.009980, 5.059427, 0.270, 1.00, 1.00, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 89.24595, 201.510816 
504, 07, 44,   1047331836.629, 3064.496,   1047159036.629, 11.4260430, 3.5548059, 24.7889163, 21.109167, 1.816414, 252.877104, 1.816414, 2, 188.006068, -2.624191, 51.798482, 51.324967, NaN, NaN, 27.57445, 1.73161, 16.3061, 26.545, 136.6036, 136.0337, 49.3727, 5.913291, 5.053932, 0.170, 1.49, 1.81, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 88.41240, 201.411973 
503, 07, 46,   1049473599.641, 969.265,   1049300799.641, 7.6805439, 10.9460545, 25.0641245, 6.963056, 0.003262, 109.064601, 0.003262, 2, 127.957924, -8.725300, 2.856125, 2.281192, -78259.78, 12.28839, 46.76441, 3.54980, 11.5347, 15.012, 75.5508, 167.5793, 16.3246, 5.676933, 5.044763, 0.140, 3.50, 1.18, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 89.28885, 132.389809 
504, 08, 47,   1051639140.665, 627.544,   1051466340.665, 14.1180777, 5.7224731, 16.6842284, 20.797778, -2.481671, 257.215665, -2.481671, 2, 182.637503, 6.354776, 208.518245, 207.825380, NaN, NaN, 66.90939, 4.42148, 15.7058, 26.533, 131.9395, 137.7216, 41.6703, 5.346408, 5.037367, 0.350, 1.00, 1.00, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 91.23519, 196.860598 
504, 09, 48,   1053080658.553, 3678.532,   1052907858.553, 10.9617618, 4.6280453, 11.7365677, 20.213889, -8.155473, 250.037126, -8.155473, 2, 181.897402, 2.636895, 83.633462, 83.580718, NaN, NaN, 80.73909, 2.12013, 15.6067, 26.554, 122.9036, 152.7468, 39.3393, 5.095092, 5.032308, 0.920, 0.71, 0.57, 0, 1, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, 94.40965, 196.761956 
502, 27, 49,   1054094698.230, 89.030,   1053921898.230, 7.1085251, 9.0107887, 18.0143955, 18.972778, -16.843628, 25.386005, -16.784019, 1, 195.979195, 9.035113, 150.979360, 150.797723, 8636.81, 9.34833, 90.65419, 4.44626,  5.1589, 9.450, 104.0682, 162.1279, 11.6497, 4.922897, 5.037420, 0.490, 5.07, 1.07, 1, 1, 0.63219, 0.81375, 1.68726, 1, 0.00598, 0.00909, 0.01299, 3.16376e-06, 9.36607e-07, 4.97016e-06, 92.67441, 41.324549 
502, 28, 50,   1055651142.114, 34.394,   1055478342.114, 9.0036081, 6.8961636, 13.7739802, 16.863056, 1.976305, 329.135083, 1.968646, 1, 235.357741, -10.012427, 334.630768, 334.414662, -8412.21, 9.31994, 106.75639, 4.64064,  6.7725, 9.418, 72.9448, 165.8402, 20.8265, 4.642825, 5.030551, 0.450, 3.88, 0.88, 0, 1, 0.45291, 0.28278, 1.72464, 1, 0.00590, 0.00788, 0.02595, 1.48145e-06, 7.94062e-07, 7.58731e-06, 90.37382, 67.005337 
502, 29, 51,   1056841214.080, 55.634,   1056668414.080, 6.8778174, 9.0278196, 18.0354620, 17.814444, -0.407508, 28.284602, -0.405948, 1, 201.661809, 8.497078, 180.884053, 180.350631, 9971.74, 9.31122, 119.72139, 4.60905,  3.8033, 9.447, 87.2234, 179.0910, 5.4954, 4.448077, 5.030182, 0.440, 5.08, 1.08, 1, 1, 0.20586, 0.33903, 0.82491, 1, 0.00600, 0.00817, 0.03269, 2.01222e-06, 8.11816e-07, 1.10279e-05, 89.57528, 23.811053 
502, 30, 52,   1058399478.575, 24.385,   1058226678.575, 9.0076491, 6.8943256, 13.7807457, 15.629167, 4.746121, 328.776424, 4.727681, 1, 245.534793, -9.908452, 348.173221, 347.752854, -8423.90, 9.30641, 137.56067, 4.67531,  5.5583, 9.405, 54.5249, 147.3923, 39.3473, 4.226362, 5.023475, 0.490, 3.88, 0.88, 0, 1, 0.13407, 0.33591, 0.78720, 1, 0.00587, 0.00762, 0.02154, 1.67798e-06, 8.29944e-07, 7.92791e-06, 91.88530, 51.608334 
502, 31, 53,   1059590135.651, 124.998,   1059417335.651, 6.8864276, 7.2608422, 14.2087540, 15.223056, 75.961764, 6.871864, 75.912100, 1, 212.945741, 8.099373, 189.070410, 188.458430, 13428.83, 9.22792, 151.88641, 4.33781,  2.6331, 9.453, 80.0889, 163.9653, 19.3696, 4.104597, 5.022880, 3.080, 4.00, 1.00, 1, 1, 1.87161, 0.93681, 0.51252, 1, 0.00664, 0.00799, 0.00315, 2.57384e-06, 1.26979e-06, 1.22786e-06, 104.89923, 9.023783 
502, 32, 54,   1060817773.133, 49.999,   1060644973.133, 6.9479250, 7.2254007, 14.2054498, 14.685833, 56.640937, 359.669485, 56.539587, 1, 224.392925, -1.682239, 59.913903, 59.479836, 10442.00, 9.30038, 167.07965, 4.53386,  2.5661, 9.436, 64.5181, 155.1185, 31.0607, 4.026764, 5.019332, 5.460, 4.00, 1.00, 1, 1, 1.56279, 1.75395, 1.03065, 1, 0.00402, 0.00571, 0.00572, 2.51113e-06, 6.61347e-07, 2.40376e-06, 101.66679, 9.285685 
502, 33, 55,   1062045124.857, 34.999,   1061872324.857, 6.9800591, 7.1776022, 14.2048743, 14.557222, 34.778209, 358.932849, 34.674004, 1, 235.506805, -7.001631, 292.909532, 293.068410, 6293.59, 9.36771, 177.04952, 4.57535,  2.4786, 9.418, 49.3118, 143.0687, 43.9878, 4.006639, 5.015881, 7.080, 4.00, 1.00, 1, 1, 0.38655, 1.03329, 0.69894, 1, 0.00366, 0.00620, 0.00594, 2.72555e-06, 1.50921e-06, 4.92017e-06, 92.64315, 9.238632 
502, 34, 56,   1063272426.814, 49.998,   1063099626.814, 7.0272815, 7.1200578, 14.2046202, 14.431111, 13.052272, 358.294068, 13.003847, 1, 246.484387, 9.178218, 167.520310, 167.128830, 1441.49, 9.39668, 161.74361, 4.52629,  2.3889, 9.401, 38.1396, 130.0012, 56.8573, 4.046453, 5.012516, 7.700, 4.00, 1.00, 1, 1, 0.38919, 1.36278, 0.58113, 1, 0.00653, 0.00572, 0.00314, 1.72874e-06, 2.51345e-06, 6.53597e-06, 80.20369, 9.161285 
502, 35, 57,   1064499705.886, 24.997,   1064326905.886, 7.0845611, 7.0607565, 14.2043184, 14.313056, -8.808046, 357.803749, -8.774218, 1, 257.190722, -4.680434, 42.078315, 41.423666, -179.23, 9.38593, 146.41905, 4.60110,  2.2992, 9.386, 35.8785, 117.3539, 69.1327, 4.142811, 5.009235, 7.270, 4.00, 1.00, 0, 1, 0.42318, 1.36656, 0.71226, 1, 0.00681, 0.00671, 0.00206, 3.00588e-06, 2.68712e-06, 6.80356e-06, 65.25450, 9.087607 
502, 36, 58,   1065726958.763, 34.995,   1065554158.763, 7.1435592, 7.0107394, 14.2042041, 14.186944, -30.501070, 357.225323, -30.403828, 1, 267.652853, -4.850409, 275.866061, 275.982142, -3714.45, 9.35379, 131.49178, 4.56733,  2.2094, 9.373, 44.1853, 105.6354, 79.6687, 4.288029, 5.006041, 5.840, 4.00, 1.00, 0, 1, 0.51609, 1.35486, 0.78507, 1, 0.00450, 0.00634, 0.00513, 5.04411e-06, 1.91007e-06, 5.51758e-06, 48.86484, 9.013431 
502, 37, 59,   1066954202.018, 49.996,   1066781402.018, 7.1934650, 6.9723880, 14.2010183, 14.057222, -52.062254, 356.604876, -51.955287, 1, 278.087468, 9.060556, 150.836103, 150.656844, -7999.58, 9.28067, 117.08270, 4.51796,  2.1208, 9.363, 58.9231, 95.9337, 87.7128, 4.470904, 5.002934, 3.640, 4.00, 1.00, 0, 1, 0.40899, 1.00434, 0.90846, 1, 0.00593, 0.01048, 0.00623, 6.61683e-06, 7.02519e-07, 3.58391e-06, 31.48682, 8.958928 
502, 38, 60,   1068181170.224, 34.996,   1068008370.224, 7.2286329, 6.9480432, 14.1530645, 13.699722, -72.181871, 352.893347, -72.116929, 1, 288.266229, -6.688178, 28.549412, 27.813524, -10886.04, 9.20306, 103.24324, 4.55416,  2.0128, 9.355, 74.8806, 88.9335, 92.9839, 4.678894, 4.999930, 1.040, 3.99, 0.99, 0, 1, 0.89898, 0.45690, 0.38922, 1, 0.01741, 0.01769, 0.00603, 8.28181e-06, 3.76573e-06, 1.89153e-06, 15.20059, 8.613803 
502, 39, 61,   1069403995.440, 857.490,   1069231195.440, 7.2050265, 6.0456734, 24.4539648, 11.650278, -21.314442, 328.656439, -21.264765, 1, 293.410449, -8.112518, 301.782604, 301.933060, -9161.33, 9.21670, 89.99501, 2.81499,  1.5864, 9.326, 22.8791, 84.5726, 96.9736, 4.898614, 4.997182, 0.440, 6.89, 1.89, 0, 1, 0.99339, 0.58779, 2.74920, 1, 0.00692, 0.00846, 0.01636, 2.37615e-06, 8.62391e-07, 5.21587e-06, 67.91142, 3.401264 
502, 40, 63,   1071516818.340, 24.995,   1071344018.340, 6.0212200, 6.3642447, 24.8630285, 11.426111, -72.606276, 8.447076, -72.542280, 1, 270.129508, 5.405965, 213.328157, 212.693293, 12743.80, 9.18625, 68.23196, 4.39169, 22.6942, 9.382, 73.8641, 104.7382, 77.7027, 5.273061, 4.992433, 2.490, 7.00, 2.00, 1, 1, 0.58392, 0.37332, 0.17097, 1, 0.01341, 0.01228, 0.00430, 4.91912e-06, 3.29280e-06, 1.90654e-06, 20.93763, 322.341608 
502, 41, 65,   1073664984.445, 49.835,   1073492184.445, 6.0657418, 7.1780336, 14.1865689, 11.814444, -14.463230, 16.032192, -14.409990, 1, 289.447221, 9.348072, 169.407540, 168.985831, 6638.17, 9.27938, 47.36708, 4.28191, 22.5750, 9.338, 15.8592, 96.0163, 92.1853, 5.600970, 4.987685, 3.260, 4.00, 1.00, 1, 1, 0.18510, 0.41655, 0.46941, 1, 0.00623, 0.00488, 0.00874, 5.26728e-06, 3.62683e-06, 2.02140e-05, 74.21204, 322.834221 
502, 42, 66,   1074890704.567, 99.999,   1074717904.567, 7.0085419, 7.1415377, 14.1956416, 10.467500, -29.624721, 358.948805, -29.532915, 1, 297.576790, -1.931911, 57.746125, 57.301558, 3415.01, 9.30882, 35.89732, 4.16447, 22.3722, 9.326, 37.8164, 83.6301, 102.7613, 5.748880, 4.985054, 4.690, 4.00, 1.00, 1, 1, 0.39060, 0.67635, 0.42912, 1, 0.00553, 0.00679, 0.00908, 8.08928e-06, 4.15795e-06, 1.26016e-05, 53.93346, 321.036120 
502, 43, 67,   1076117209.353, 49.792,   1075944409.353, 7.0541195, 6.2184343, 24.8573802, 8.914722, -37.035936, 337.861508, -36.929963, 1, 306.709121, -7.498970, 298.530633, 298.664975, 466.55, 9.31533, 24.68469, 4.30203, 22.2328, 9.316, 57.4068, 73.3923, 111.5426, 5.861477, 4.982547, 6.560, 7.00, 2.00, 1, 1, 0.51660, 0.61353, 0.39324, 1, 0.00350, 0.01117, 0.00710, 8.71961e-06, 2.98181e-06, 7.60034e-06, 39.14601, 320.190231 
502, 44, 69,   1078264886.810, 34.998,   1078092086.810, 6.2101025, 6.1440789, 24.8548402, 10.121389, 16.017690, 358.300723, 15.958758, 1, 323.441313, -1.863511, 259.626447, 259.504372, -649.29, 9.29017, 5.58613, 4.36061, 22.0881, 9.292, 31.3575, 62.9614, 125.5187, 5.964035, 4.978441, 5.810, 7.00, 2.00, 0, 1, 0.79227, 2.28066, 1.21620, 1, 0.00698, 0.00519, 0.00973, 3.41827e-06, 5.33123e-06, 1.24820e-05, 86.21531, 320.309810 
502, 45, 71,   1080412345.171, 24.855,   1080239545.171, 6.2808300, 7.0172499, 14.1952642, 12.305556, 63.160159, 33.667703, 63.069815, 1, 341.232602, 4.254491, 222.964548, 222.361054, -5599.23, 9.25243, 13.31875, 4.35845, 21.9303, 9.292, 61.6893, 48.6861, 137.1118, 5.940481, 4.974659, 3.090, 4.00, 1.00, 0, 1, 0.33648, 1.73232, 1.33569, 1, 0.01128, 0.04508, 0.00652, 1.39489e-05, 1.70656e-06, 3.29601e-06, 122.85333, 320.235844 
502, 46, 72,   1081638815.807, 24.998,   1081466015.807, 7.1780121, 6.9944085, 14.2038448, 9.663333, 62.380665, 356.280020, 62.288560, 1, 350.384131, 5.673582, 103.998866, 104.115355, -6751.90, 9.22550, 23.94905, 4.35279, 21.7936, 9.286, 66.1677, 39.4183, 146.5389, 5.871725, 4.972609, 0.470, 4.00, 1.00, 0, 1, 0.64197, 1.12314, 0.91977, 1, 0.00610, 0.00673, 0.00693, 2.43668e-06, 1.27775e-06, 1.74713e-06, 116.21734, 319.438896 
502, 47, 73,   1082866028.969, 49.999,   1082693228.969, 7.2094475, 6.9938880, 14.1939471, 23.397500, 86.822108, 203.672284, 86.809879, 2, 0.370179, -9.511355, 339.535148, 339.245789, -9289.29, 9.18477, 34.62512, 4.26383, 21.7142, 9.296, 91.5829, 30.6556, 149.1432, 5.765541, 4.970705, 2.490, 4.00, 1.00, 0, 1, 0.63663, 0.77001, 0.63264, 1, 0.00761, 0.00703, 0.00145, 2.21570e-06, 1.49867e-06, 1.31273e-06, 120.95635, 319.536206 
502, 48, 74,   1084092386.809, 34.998,   1083919586.809, 7.2000684, 7.0339066, 14.2038564, 21.640000, 52.225704, 179.691949, 52.117887, 2, 9.244699, 4.302854, 222.572998, 221.967760, -8514.08, 9.21870, 45.38434, 4.25822, 21.5661, 9.310, 118.5617, 33.0508, 140.3718, 5.625672, 4.968865, 4.880, 4.00, 1.00, 0, 1, 1.60752, 1.15395, 0.66495, 1, 0.00704, 0.01350, 0.00751, 6.95460e-06, 1.49102e-06, 3.35990e-06, 111.00688, 318.610597 
502, 49, 75,   1085319600.259, 34.999,   1085146800.259, 7.1699528, 7.0922572, 14.2056336, 21.503889, 19.564244, 179.034801, 19.494123, 2, 19.196169, 4.601314, 97.026507, 97.089292, -5631.62, 9.28358, 56.32951, 4.25028, 21.4861, 9.322, 137.6059, 43.2765, 128.4590, 5.456549, 4.967177, 5.880, 4.00, 1.00, 0, 1, 0.73050, 1.13925, 1.18722, 1, 0.00589, 0.02224, 0.00536, 7.26563e-06, 2.14264e-06, 6.04947e-06, 90.89010, 318.704681 
502, 50, 76,   1086546967.320, 49.999,   1086374167.320, 7.1133800, 7.1459915, 14.2060958, 21.389722, -12.477954, 178.523883, -12.431520, 2, 29.427139, -9.604351, 331.004848, 330.835397, 3930.50, 9.31230, 67.53157, 4.20721, 21.4172, 9.330, 139.7613, 55.3291, 117.4864, 5.264081, 4.965605, 5.250, 4.00, 1.00, 1, 1, 0.33369, 0.60417, 0.52452, 1, 0.00663, 0.02320, 0.00295, 7.05412e-06, 2.37087e-06, 5.87192e-06, 67.32578, 318.971677 
502, 51, 77,   1087774373.744, 34.997,   1087601573.744, 7.0601013, 7.1854033, 14.2063919, 21.249722, -45.267614, 177.579093, -45.156332, 2, 39.549020, 6.504366, 204.874405, 204.213904, 7309.89, 9.26685, 79.09783, 4.25847, 21.3506, 9.333, 123.4704, 65.2773, 109.8974, 5.055015, 4.964144, 3.130, 4.00, 1.00, 1, 1, 0.73077, 0.82347, 0.58134, 1, 0.00478, 0.01609, 0.00755, 6.27731e-06, 1.10650e-06, 3.86396e-06, 42.33107, 319.267581 
502, 52, 78,   1089001806.621, 74.998,   1088829006.621, 7.0209958, 7.2205207, 14.4597035, 20.675278, -79.474738, 170.091507, -79.435672, 2, 49.705956, 1.297169, 77.522126, 77.336408, 7895.94, 9.25412, 91.12087, 4.15423, 21.2842, 9.334, 98.5569, 70.7202, 108.2575, 4.837695, 4.962794, 0.310, 4.07, 1.07, 1, 1, 0.94395, 0.76569, 0.22383, 1, 0.00779, 0.01001, 0.00328, 4.70199e-06, 1.66607e-06, 7.92913e-07, 21.23293, 319.573742 
502, 53, 79,   1090251125.874, 69.432,   1090078325.874, 7.2391928, 5.6102181, 12648.6472902, 8.982778, -8.154841, 330.190466, -8.124306, 1, 85.173623, 6.781965, 115.707068, 115.801291, -9425.21, 9.24664, 103.92405, 4.22745, 22.9406, 9.362, 46.2129, 48.7153, 139.2975, 4.618965, 4.962508, 0.450, 12.68, 3.67, 0, 1, 0.34449, 0.34101, 0.44928, 1, 0.00582, 0.00723, 0.00919, 2.55904e-06, 9.57212e-07, 1.05440e-05, 80.89777, 345.656091 
